ID,Номер группы,Год создания группы,Порядковый номер группы,Id Образовательной программы,Дата начала обучения,Дата окончания обучения,Максимальное количество обучающихся,Текущее количество обучающихся,Состояние,Курс в Moodle,Id чата группы,Форма реализации,Id организации
ad3fa2c50e3744feac8d48915a397c7b,СПИС-21153,2021,153,c874c66c24ee403391c743aa0216ffa6,2021-01-01,2021-04-24,25,25,EducationCompleted,,ba169dcb4c4146508d8416f526703474,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
3e1fcbc1c3b946eda25c1a1b220500f0,ЦТДО-21134,2021,134,6fe00c23681a470490404122ad5ff9a2,2021-10-11,2021-11-30,10,10,EducationCompleted,,b4de312208134107a5c78766c6366f08,3d558de54501e710bfea9e1e1da952d3,011f0dc08c08467b90c5b9f4c742142a
416f00ac1cf04be3ae2fface919b8a0c,ПОЦК-21122,2021,122,a2637c9bdc694691a1ae51e0cf13547a,2021-10-27,2022-01-31,11,11,EducationCompleted,,ceedd8c2595545c98823e63b75dd38dd,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
4c7186d7c47941aeb570b3fc7b1b9d4d,ФСЗП-21078,2021,78,8b893564f5ff4b0d9a50b4b22c7720d9,2021-08-16,2021-10-03,10,6,EducationCompleted,,e78ba8b050e84983b7d06a11e701a240,3d558de54501e710bfea9e1e1da952d3,a74ae9d251bb4bbb9503ff15b3decdcb
d827060461af41a489729599d68ff241,ООДП-21003,2021,3,a91b7ad8aa664d3badc5e18b260d12e6,2021-02-03,2021-02-18,25,11,EducationCompleted,37,79c20bb4e94441b285872808b28f8ec4,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
1e00e17739b945b6b4fbcb36035b6d15,ОФМК-21004,2021,4,1719cca9df4d438aa48f3ba93487b03a,2021-03-01,2021-03-25,25,9,EducationCompleted,34,9031754e964e468383fe020a3049458f,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
0187586a7dc94e72b4c0d2529c0aa51e,ИВКС-21005,2021,5,f729f7eaa6e748349915be2f7badba1e,2021-03-04,2021-03-16,50,9,EducationCompleted,29,2e6af2e1d2824631add4c52941d0118a,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
aaf89981503e4c1cabf8e2b6a9620a06,ООДП-21007,2021,7,a91b7ad8aa664d3badc5e18b260d12e6,2021-04-02,2021-04-16,25,17,EducationCompleted,37,8efcc2bade754fd5a211ae0f5bb0b3c3,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
94079fc9ab454b3ab854fda506219cb3,ИВКС-21008,2021,8,f729f7eaa6e748349915be2f7badba1e,2021-04-06,2021-04-19,50,32,EducationCompleted,29,3fb15a8fd36a43d2b0ddeae01c8263eb,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
3ab5f074b8ab4e3d90c588b4587b6d72,ИМПК-21079,2021,79,8e6118fdc7004f47aca568cee05a54c3,2021-09-06,2021-10-23,12,9,EducationCompleted,146,73a4a98ff1c542fd9aabf6664d8e7e8c,12643a654501e500bfea9e1e1da982b1,1f0dd9be8cf14374abfe410aefe9d555
f35edd22ca52452088145853d4959213,ИМПК-21068,2021,68,8e6118fdc7004f47aca568cee05a54c3,2021-07-01,2021-08-31,13,12,EducationCompleted,146,ccfa60bbb7c04a028613bebb387a4811,12643a654501e500bfea9e1e1da982b1,1f0dd9be8cf14374abfe410aefe9d555
44d192526fe64e6497a568891250e9a4,ПКВМ-21001,2021,1,5415ce1066d34c499f9a9c536e889f20,2021-01-12,2021-01-29,30,18,EducationCompleted,3,c01d550dc01f4379af10ac878ac9c38e,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
c7eb0edef6bb459c93341271e99811ee,ПКВМ-21006,2021,6,5415ce1066d34c499f9a9c536e889f20,2021-03-18,2021-03-30,25,17,EducationCompleted,3,aef6abb9e2494fa2aceb00aff5fcfe9c,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
118031ce924d4f1ea936e19136a805e0,ДПОВ-21013,2021,13,ef2e14c17dc149a395897362f92d55d8,2021-03-20,2021-05-22,22,22,EducationCompleted,,22c79dc87ae347328a09484013e19a0e,24688da54501e501bfea9e1e4da982e2,76cbcf0076094917a7356e1ce015dd68
88898937a40942a286e980f035a408fe,ПУМО-21012,2021,12,d937a48e3889411bb12acbe5a6ef8f03,2021-04-19,2021-05-19,10,5,EducationCompleted,77,42868a82e8924115b089407903ada76f,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
3dd147b6ee3c421eb4c23828e5a325a2,ООДП-22027,2022,27,a91b7ad8aa664d3badc5e18b260d12e6,2022-04-11,2022-04-22,25,4,EducationCompleted,37,2fd13362e937427399faf430fb64390c,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
bd4d10b924e74347a37edfb21018b67d,ООПП-21118,2021,118,939754e5b2e34a48bd2ddce1b95063ed,2021-11-09,2021-11-25,25,25,EducationCompleted,171,e79db15c8bc846c99b18c049040d7bc6,12643a654501e500bfea9e1e1da982b1,92299301d3464f9989b4771985b56e0c
96c5cab497c448d98e85495f669d6cd7,ППОР-21151,2021,151,4aaddd6c550e481b8ab8d297f8c9fb79,2021-10-28,2021-10-29,5,5,EducationCompleted,,6d4d3404278542708b56ec6f706425af,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
208ad259fc4f4d5da402adbe729953b6,МАСТ-21150,2021,150,0414a98850c84a65bbce30c2b35c581a,2021-09-01,2022-02-28,24,21,EducationCompleted,,5ccf0781c02d41b1964b4801446fefbf,3d558de54501e710bfea9e1e1da952d3,7bd32918f7684b0b8e793cd8eda248a8
2b8c32f5e0bb4c01a51731733997ae06,ИСЯЗ-21147,2021,147,718122f3807044e682ceaadc8d84a4fa,2021-11-23,2021-12-29,20,20,EducationCompleted,,96589c25d65848c186d9ded811455f57,3d558de54501e710bfea9e1e1da952d3,92299301d3464f9989b4771985b56e0c
124fa15aab6f419da892a46e2189b60e,ИСТЦ-22046,2022,46,36935cb78b694f468ba2420a63fb5be6,2022-05-16,2022-05-21,25,25,EducationCompleted,,19c60a93d57f4c1ab947c502b37af827,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
0b3d756740f44928aa5579db3650566d,ДПОЗ-21031,2021,31,ea2c983a5ef449f79c68962cc6244e63,2021-06-01,2021-06-05,13,13,EducationCompleted,,150765f2001b4f7088dab1c41e807604,24688da54501e501bfea9e1e4da982e2,76cbcf0076094917a7356e1ce015dd68
9d07cc1d06494e22b9582d48f0f7b639,ХОЛП-21126,2021,126,dd7d89bd53f3429fad39e9154e5a2cdf,2021-11-08,2021-12-03,5,5,EducationCompleted,,846b68be1fc84298a121318c398c4e93,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
d7e8ffd044cc41c5805790cfe68812d7,СЛЕС-21161,2021,161,c742b88379cd46c08984504032077231,2021-11-09,2021-11-30,5,5,EducationCompleted,,bf61e14739f1411b8cb722b2768a0486,3d558de54501e710bfea9e1e1da952d3,ad40aa3f04cd4db3ac1133c0164a49cb
0dd3869882784b82ac6e932ca2c34ca8,СЧМС-21128,2021,128,de92793f84644399ac9bd8b2b12c6372,2021-11-10,2021-12-03,5,5,EducationCompleted,,bb07c69844a340e6965b0807158776f7,3d558de54501e710bfea9e1e1da952d3,4204f0248f6c4bd1b6fe42e7dbd374b4
75b8697a922d488384f1ffdbcd2c49df,ПРЭК-21024,2021,24,97a38423388040f6a76817f4f7c80929,2021-05-20,2021-06-03,25,25,EducationCompleted,79,f823cb1380b447e1aac93079d0c48154,24688da54501e501bfea9e1e4da982e2,92299301d3464f9989b4771985b56e0c
728a624a6ada4cae990e2b09adca8d1b,ПРЭК-21023,2021,23,97a38423388040f6a76817f4f7c80929,2021-05-11,2021-05-25,25,25,EducationCompleted,79,1f38aef51b6f415facc4a0c04fd650a9,24688da54501e501bfea9e1e4da982e2,92299301d3464f9989b4771985b56e0c
41f5d88541ca4b1882166c1399eac303,ПООГ-21017,2021,17,95f96147adbc49e2991b724abb885917,2021-04-21,2021-04-29,20,8,EducationCompleted,78,e47316bb6ad54284bf64a582674b0622,24688da54501e501bfea9e1e4da982e2,92299301d3464f9989b4771985b56e0c
f1706621e01c40dabab5c3dfd9ee74bc,ПСПО-21030,2021,30,9ba625bd53864933acd0c574d4d7d294,2021-05-11,2021-06-10,6,6,EducationCompleted,,54c219be9f6c45b19ee8e5b4ca94e326,24688da54501e501bfea9e1e4da982e2,76cbcf0076094917a7356e1ce015dd68
28c50b1740db47a798990fc36300b0c8,ХЛЕБ-21148,2021,148,255eb6ee92cc4f818946533206a3e3d3,2021-09-28,2022-03-28,15,14,EducationCompleted,,d352db5ef7674ce8bf0455f8bb74488d,12643a654501e500bfea9e1e1da982b1,76cbcf0076094917a7356e1ce015dd68
8ba63795bcc74e8daefd40bd450d60ab,ОТВА-21127,2021,127,7fbc291f102641f682db284758edeb6e,2021-11-08,2023-05-20,25,12,EducationInProgress,,4f209297f3854526b6976839c2afb002,3d558de54501e710bfea9e1e1da952d3,92299301d3464f9989b4771985b56e0c
a9ad02a427aa43f4b9a9744ca4bc28ae,ПДСВ-21057,2021,57,3d57137d40de404695a59e7dc82145e6,2021-06-30,2021-07-27,13,13,EducationCompleted,115,46bfcf23d4794c5b9c732a8fe35d30c8,24688da54501e501bfea9e1e4da982e2,70845dac335d40beae183cc63f8e2a7b
5c6488fe5de9419a973e5cc02ee4693c,КОСМ-21039,2021,39,ed1b0fd80e624baab1f561760e1edbe5,2021-06-08,2021-07-02,10,8,EducationCompleted,152,3c1fe299352f483983736884bee9fddd,24688da54501e501bfea9e1e4da982e2,f494af299dc5479ca5454630d08e0d8d
a34c6741590f4898825d4a7326d57d44,МАНР-21045,2021,45,95cbd61426964b9e8ff742e6e9ce6b91,2021-06-10,2021-07-05,10,8,EducationCompleted,153,ffe8ac7682184e799817dd70556c1199,24688da54501e501bfea9e1e4da982e2,f494af299dc5479ca5454630d08e0d8d
f8674f4f38974d8dba49f0d4cb65602b,СЗПО-21052,2021,52,eea5d299fd664dacb7a8a9a5c9b09407,2021-06-30,2021-07-27,4,4,EducationCompleted,125,6004d734076e41298667aa5572dfacf4,24688da54501e501bfea9e1e4da982e2,73377354d4054f14b747b688254dd818
f0fd027ae0604a81bbab67a8c9d765d6,СЗПИ-21044,2021,44,67b4da1047ff449c8ba68a5f570ba7ac,2021-06-16,2021-07-16,6,6,EducationCompleted,124,406e4df1a5a347d7af8435011e681bbf,24688da54501e501bfea9e1e4da982e2,73377354d4054f14b747b688254dd818
e68cbb234c2447de815a5161d3bde21d,ПОДЕ-21059,2021,59,8b6e2455d78f4f04b11d771b350f0e3b,2021-05-28,2021-07-01,10,10,EducationCompleted,93,2467dafd2fce45a39b0a18ae9211bdfd,24688da54501e501bfea9e1e4da982e2,97cdc409fa274370a1a879074f98815e
dd630184a68b4392b3ad6c44671f4706,ДОУЭ-21032,2021,32,bdb67fa92a744bc6befcc7c54f753449,2021-05-11,2021-06-10,9,9,EducationCompleted,,42f6018806764e8fbdd27e3c9c7a6e86,24688da54501e501bfea9e1e4da982e2,76cbcf0076094917a7356e1ce015dd68
fe3afcdd2820412f980d39a622574a6b,РМПЗ-21149,2021,149,fe55b6aae4aa4011bfc47f0d5ff332e5,2021-11-15,2021-12-11,10,9,EducationCompleted,,e4733d784712466895f9fbe046218c05,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
bbf9b833a9344ff8a6ce56e2f411b97b,АРПО-21141,2021,141,a65e3b9da1ac40ea91f325754b15cd84,2021-11-17,2021-12-12,11,11,EducationCompleted,147,b4fbbbc0d8554681a89c87d894a53d3a,12643a654501e500bfea9e1e1da982b1,1f0dd9be8cf14374abfe410aefe9d555
fa4322e1970b4eb9935333b4c030aea5,ЭМОЦ-21034,2021,34,bdb67fa92a744bc6befcc7c54f753449,2021-05-11,2021-06-10,8,8,EducationCompleted,,5e983118b238437199173eb999c7499d,24688da54501e501bfea9e1e4da982e2,76cbcf0076094917a7356e1ce015dd68
0d599928efa9453a9b547da1279d5338,ОРФУ-21054,2021,54,44b994cbe7af47edab857528388a931a,2021-06-28,2021-08-14,10,6,EducationCompleted,119,ff697b4a4c6d42cdbef988205ce8f3c9,24688da54501e501bfea9e1e4da982e2,011f0dc08c08467b90c5b9f4c742142a
0e97bd3a2509410a97aad955414a12da,ДОЦТ-21036,2021,36,ee83e465cbba4f969a4ec3437d9a753a,2021-05-31,2021-06-19,10,10,EducationCompleted,113,6310b802f79c4420a386cee15ee4214d,24688da54501e501bfea9e1e4da982e2,3c16a26f3f134c45a214dd5d46af20f1
948c09ebe935494390dcffebd16e6149,ШВТМ-21053,2021,53,1ab2629bdbfd40c0ab3e18d942577ff3,2021-06-21,2021-07-15,10,10,EducationCompleted,127,0d39330e67f0445ea81995e23ed8a5b5,24688da54501e501bfea9e1e4da982e2,f494af299dc5479ca5454630d08e0d8d
3c48e5c1760541fead59fbf1a13c4d57,ПАКМ-21041,2021,41,02390aff403e4a6e8c00b45be1a377d3,2021-06-16,2021-07-09,10,9,EducationCompleted,126,ad92827476d14ca48e612f72b481a8b8,24688da54501e501bfea9e1e4da982e2,f494af299dc5479ca5454630d08e0d8d
54ec1cafb0ce4310800ec7aae74fd3ad,СОЦР-21035,2021,35,a1fd91d141b94b29b4cd1610628271c7,2021-05-27,2021-06-25,20,20,EducationCompleted,156,848cda0897064a10a92e2a115faaadcb,24688da54501e501bfea9e1e4da982e2,76cbcf0076094917a7356e1ce015dd68
ad68cded8d694116bd6e6fceebb1bdba,НКСТ-21050,2021,50,d8783ea3c4a64244b5ffbb8d02dab480,2021-06-21,2021-06-30,10,10,EducationCompleted,112,555421390b574009b176e324532a18a1,24688da54501e501bfea9e1e4da982e2,3c16a26f3f134c45a214dd5d46af20f1
675e03a59cd74c5fabec679b8412a3f9,ВОЛМ-22048,2022,48,e01da4a6b6ce4310bd94b37332174428,2022-05-13,2022-05-14,24,24,EducationCompleted,,6f71347bea3844a8b73355681fe9378e,3d558de54501e710bfea9e1e1da952d3,011f0dc08c08467b90c5b9f4c742142a
f7e6de7638224b719a55f1a782e23520,БУХГ-22040,2022,40,59555d8c6891403ca3f5530f5233387e,2022-05-16,2022-05-25,30,30,EducationCompleted,,7a61ecd775af41d9a2577ed2cccefc0f,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
bacada7640d240d092227734250471fe,ДОРР-22126,2022,126,4f3d2b3f77b84c859e2cda1ee243fb51,2022-06-25,2022-06-26,15,15,EducationCompleted,,902cd2c490384df1b3c65f32e797175f,3d558de54501e710bfea9e1e1da952d3,011f0dc08c08467b90c5b9f4c742142a
cdfec22c5579442391a49fc2914bfbd5,ПРФУ-22121,2022,121,4f3d2b3f77b84c859e2cda1ee243fb51,2022-06-07,2022-06-07,25,25,EducationCompleted,,c9481f8c314a47ddaa4a4a70b183e828,3d558de54501e710bfea9e1e1da952d3,011f0dc08c08467b90c5b9f4c742142a
014fb80e8c7e4a54806951c04e1d50d3,СРПК-21146,2021,146,076ae13894a34fc0be4726b97cd22070,2021-11-18,2021-12-15,6,8,EducationCompleted,,a12aaf7d97014f68a3da0d52665adba8,24688da54501e501bfea9e1e4da982e2,76cbcf0076094917a7356e1ce015dd68
290feab5c83c483bb396bfe53d9e3147,СОДЗ-22133,2022,133,5a580393badf4293bfa50130520fb1b5,2022-06-30,2022-07-23,16,8,EducationCompleted,162,83f84a79ddfb4f13a1f0d8d5135eb38e,24688da54501e501bfea9e1e4da982e2,92299301d3464f9989b4771985b56e0c
9b0a95b0aa61439cbbccfc10c89911b8,БУХГ-22041,2022,41,e93c4a29bca44081951495e8f152ebf5,2022-04-29,2022-05-04,10,10,EducationCompleted,,8ff021aff4374cd7802e524a29bc18cb,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
d7f29b807a8e46869bb3e0f181cd80d4,ТВПФ-22049,2022,49,f1160e6eadf64e0e8bfcbc1caf87079d,2022-05-12,2022-05-19,10,10,EducationCompleted,,4d5f458bcb5c4ec1b1b1569c48c7a46a,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
437061abc5b04258a8ffc1b32f0eed91,СОДЗ-22056,2022,56,f431b039095d4d4290b353bb68f9304b,2022-06-06,2022-07-14,10,7,EducationCompleted,157,a72593a87cc248da813ec622701f48d0,24688da54501e501bfea9e1e4da982e2,70df14ca156e43ccaeaac1f90f729a78
8b71761d29d54ed8ae0521e7ced4c2de,РЕСЕ-21144,2021,144,5cd40450aa354c28bbb77ecf26614e71,2021-11-17,2021-12-08,9,7,EducationCompleted,143,9f219466fb6948b59dd15e77d2aeef85,24688da54501e501bfea9e1e4da982e2,97cdc409fa274370a1a879074f98815e
e7520232573c4e9385258d216ecee798,СОДЗ-22072,2022,72,10da4b3750664060b5fb32e02efb8f73,2022-05-26,2022-06-25,2,1,EducationCompleted,135,ceb8852f9ae9444080fc30099ea3f24d,12643a654501e500bfea9e1e1da982b1,70df14ca156e43ccaeaac1f90f729a78
d1eebea444a341cd9870b686db343ef6,ХЛЕБ-22103,2022,103,851e22210b0c4512b6c8b2ba0b7be133,2022-02-21,2022-03-05,20,17,EducationCompleted,,b45f28eae980461cb7142f88d795ad94,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
0f6b035adf9e460e99f7c6ace9ddbfae,СПВЭ-22029,2022,29,5a3a2775a793484f9c9f848e550b5825,2022-04-21,2022-04-22,15,15,EducationCompleted,,08ffd16aaa584c278da0641026b955a0,12643a654501e500bfea9e1e1da982b1,011f0dc08c08467b90c5b9f4c742142a
48cb04fc886a4c86b00f7d8cb91481cf,ТОРД-22141,2022,141,d9b112ff8e444ace95da490c6257747d,2022-04-04,2022-06-25,27,27,EducationCompleted,,620afb4dd6a247df9fa59028df99446a,3d558de54501e710bfea9e1e1da952d3,73377354d4054f14b747b688254dd818
39da5dc30d5a4b3a999788b8788ef18e,СОДЗ-22092,2022,92,f45255ff3a2c4f0baff72e5acb9e4267,2022-06-08,2022-07-08,1,1,EducationCompleted,,c3461be900144bb8bd9eeed29a1bba69,3d558de54501e710bfea9e1e1da952d3,a74ae9d251bb4bbb9503ff15b3decdcb
3bb3cc24e219469c88e3e216b486fe81,ПОДЕ-21142,2021,142,8b6e2455d78f4f04b11d771b350f0e3b,2021-11-17,2021-12-08,5,5,EducationCompleted,141,22aee14957bb42edb3cfd68c0fabd115,24688da54501e501bfea9e1e4da982e2,97cdc409fa274370a1a879074f98815e
6466905a2c154ae5b2db71b428ac3fe5,СОДЗ-22068,2022,68,91c3cf849f224146a78087e468f64c68,2022-05-30,2022-07-15,5,4,EducationCompleted,,930bd152fe6d4d51ae11accdd0a88473,3d558de54501e710bfea9e1e1da952d3,94f0ff91986642d694c0e720c0586385
0073547ff849447bac9eb6a9fe2b80fb,СОДЗ-22091,2022,91,2f7835623e0e4f0da218caff2f515aa7,2022-06-09,2022-07-09,15,8,EducationCompleted,,15082b97ca134b42b78e03ea4f60efd7,24688da54501e501bfea9e1e4da982e2,4f264b356f6d47a2a14ee3ddf2388890
42377f8ec59c44ef8ee4a354a3c3693a,СОДЗ-22084,2022,84,499ede8dacbe490099b73bb2b872baef,2022-06-03,2022-07-02,1,1,EducationCompleted,90,04283d2e97c642b3ad751bc12a8c2f66,24688da54501e501bfea9e1e4da982e2,76cbcf0076094917a7356e1ce015dd68
3f34f8b8600244c7a1727468c9c5b767,СОДЗ-22099,2022,99,6a6700ee847a4db7815c35c47d4daa56,2022-06-17,2022-07-14,10,7,EducationCompleted,223,d4ca9848873241dd88f3c3888eeda6ec,24688da54501e501bfea9e1e4da982e2,f494af299dc5479ca5454630d08e0d8d
2847011f6cfe453ab09c8c0c71f062a6,ХЛЕБ-22111,2022,111,ec37ea462d584a87897f76959056268a,2022-03-14,2022-03-15,25,19,EducationCompleted,,c8747a2946f74a41b7b6e8e2c5602a57,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
acf4485eef2a497da2b0ca6aaef3e0b0,ПВМК-22115,2022,115,58889b780ee04e7ba6be6b542d994705,2022-01-26,2022-05-19,21,17,EducationCompleted,,7ee70e9b9f4b4417831d56f602f98138,3d558de54501e710bfea9e1e1da952d3,f579b35cd4ff47a0ac7c23e1bf048d04
8957081f34df42d1938fdc4ad0f92237,БУХГ-22059,2022,59,59555d8c6891403ca3f5530f5233387e,2022-06-02,2022-06-24,29,29,EducationCompleted,,cabed642318c4500832c7d19eb4dd178,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
ff4d48ed0e3c419db309922a26c7f18e,СОДЗ-22105,2022,105,c23369a711df442f9ac77464b5056805,2022-06-21,2022-08-01,5,1,EducationCompleted,168,02793be7cfd14bb8b1e42dd60b10041d,24688da54501e501bfea9e1e4da982e2,f494af299dc5479ca5454630d08e0d8d
5eb945c845bf4085b2c17a6bdae5e087,СОДЗ-22127,2022,127,bacd806192fd48b9bf86cf7830736007,2022-06-29,2022-07-25,5,2,EducationCompleted,,9a5ab356a640432597755223867d2564,3d558de54501e710bfea9e1e1da952d3,75d3d14298104a528e17b33aa941e37c
d366f9fbca7f470590987e3a02ff0b6f,ТОРД-22142,2022,142,d9b112ff8e444ace95da490c6257747d,2022-04-04,2022-06-25,24,24,EducationCompleted,,e292f8383d034ac5b82d4b440a46b95c,3d558de54501e710bfea9e1e1da952d3,73377354d4054f14b747b688254dd818
24d11a7d056944c38122889abaa2484e,МРОА-22140,2022,140,2d4d41ef3b494be393e860415950293f,2022-04-04,2022-06-25,15,15,EducationCompleted,,6b7627cd4d7e478295b20c4267750a9e,3d558de54501e710bfea9e1e1da952d3,73377354d4054f14b747b688254dd818
6f87d8299ca64154902218f446dd02c1,МРОА-22139,2022,139,2d4d41ef3b494be393e860415950293f,2022-04-04,2022-06-25,24,24,EducationCompleted,,2ed88dfdcd06439da4c60522a0c57e1c,3d558de54501e710bfea9e1e1da952d3,73377354d4054f14b747b688254dd818
2f6d72f1fc7e4cb9b7c061d29b784097,СОДЗ-22078,2022,78,08c7de4212414d0ebf46d8dcda24524a,2022-06-06,2022-06-30,2,1,EducationCompleted,124,2633c5a8dd894e799abc442b86b3e8a5,12643a654501e500bfea9e1e1da982b1,70df14ca156e43ccaeaac1f90f729a78
8ae645458c5e4086923a2aa909e55f44,ТОРД-22143,2022,143,d9b112ff8e444ace95da490c6257747d,2022-04-04,2022-06-25,20,20,EducationCompleted,,9f39d7d3cf4e44439f83d045ec0284f6,3d558de54501e710bfea9e1e1da952d3,73377354d4054f14b747b688254dd818
553c8057507d42918cc0261c62f9137f,ОСОБ-22050,2022,50,f0e3dc73877846db9f0aba15acc15b20,2022-05-13,2022-05-24,12,12,EducationCompleted,,e97413c986c248fb8bac0414f34b5b5f,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
483388cd64af495d9499f0f9e5afadfe,ГЕОП-22106,2022,106,437f4d8f996748f29689a059b6530e40,2022-05-25,2022-06-15,25,25,EducationCompleted,,e669f01913054d7aa918ea4fb337dace,3d558de54501e710bfea9e1e1da952d3,1aca0109406247578e60e27bbde479fd
c6b85754f5004b68b2e4b653ec2c3d10,ОПДЛ-22149,2022,149,7569b80f0de24bdb9d33954bbca7736f,2022-04-04,2022-05-25,18,18,EducationCompleted,,05bb4affaceb4be683a299f85523ee5b,3d558de54501e710bfea9e1e1da952d3,73377354d4054f14b747b688254dd818
e699c8c9a72844b0aa9094d192a8416e,СОДЗ-22168,2022,168,02390aff403e4a6e8c00b45be1a377d3,2022-07-19,2022-08-12,5,2,EducationCompleted,126,9a1d36e1cbd247119a0b914be277478c,12643a654501e500bfea9e1e1da982b1,f494af299dc5479ca5454630d08e0d8d
5d976bad845d462d8c72dd77717e1968,БУХГ-21168,2021,168,e93c4a29bca44081951495e8f152ebf5,2021-10-05,2022-06-01,12,12,EducationCompleted,,04391817cc2145128b6113de5878460c,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
f907295d56934c8d855af702cc7c7702,СОДЗ-22077,2022,77,95cbd61426964b9e8ff742e6e9ce6b91,2022-05-30,2022-06-29,10,5,EducationCompleted,153,3611288fe05840baa3155991eccec138,12643a654501e500bfea9e1e1da982b1,f494af299dc5479ca5454630d08e0d8d
811eb4e7c0f5412b9e982a0700db9693,БУХГ-22042,2022,42,e93c4a29bca44081951495e8f152ebf5,2022-04-18,2022-04-27,16,16,EducationCompleted,,9fb1e063d1204c61bed6ed9c6b89ebf9,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
f7abc0e4048c4133b3c1e7eee2785a9d,АГАХ-21172,2021,172,3c9d099dd8c842b19a62c5cd463448c4,2021-11-19,2022-03-12,11,11,EducationCompleted,,769ad2a9630644d0b1aa3af5d2ea5314,3d558de54501e710bfea9e1e1da952d3,76cbcf0076094917a7356e1ce015dd68
bb67797461c14cfc8bafaa541c2182d0,СОДЗ-22100,2022,100,5e09489229cf471cbd2f3858eefe8d11,2022-06-18,2022-07-30,4,5,EducationCompleted,,ce8ccea4b72c4f1885f789d62c161f44,3d558de54501e710bfea9e1e1da952d3,a74ae9d251bb4bbb9503ff15b3decdcb
b8b420e106f344f0bc65b61f7a9f0991,ЦТДО-21082,2021,82,8b12e9aa316d40648e13081b146d0630,2021-09-14,2021-09-28,25,10,EducationCompleted,,a3762ab19c0b4736a8d77032111cce4e,3d558de54501e710bfea9e1e1da952d3,011f0dc08c08467b90c5b9f4c742142a
a8012c3b74ed418f9344ce6ac9d7b68d,ЮСТВ-21092,2021,92,8e1cead7b69f43b39b49d4b63a881465,2021-09-20,2021-10-14,10,10,EducationCompleted,,a31fd5eb4f044bd39498dbd839f7ea3a,3d558de54501e710bfea9e1e1da952d3,4204f0248f6c4bd1b6fe42e7dbd374b4
d3743554fca34bcda4c17eb0deb141a2,ФСЗФ-21089,2021,89,5e09489229cf471cbd2f3858eefe8d11,2021-09-13,2021-10-15,7,5,EducationCompleted,,c89ccd51ff96428c90cdfcef41a31435,3d558de54501e710bfea9e1e1da952d3,a74ae9d251bb4bbb9503ff15b3decdcb
83654c4113c14ad09a9169fe0edc9942,ОПДЛ-22151,2022,151,ffea11cc43f94bfe915ee073fa677d45,2022-05-26,2022-06-25,18,18,EducationCompleted,,50278566d9e24a6e91b9d0f3d5f8e4b2,3d558de54501e710bfea9e1e1da952d3,73377354d4054f14b747b688254dd818
0bd792dcdc964197b3aaf81b6f6b5542,СОДЗ-22060,2022,60,10da4b3750664060b5fb32e02efb8f73,2022-05-26,2022-06-25,10,6,EducationCompleted,135,b77273b6965148a880cc4a90fbd9c689,12643a654501e500bfea9e1e1da982b1,70df14ca156e43ccaeaac1f90f729a78
f4b50b60a9d345f78bd2361ccbd75bd6,ОМДТ-22116,2022,116,1d18616c2a0243e49bfa0ee6ca0ad258,2022-03-21,2022-06-25,8,8,EducationCompleted,,501984dab70f4074b06b06de5d28593b,12643a654501e500bfea9e1e1da982b1,011f0dc08c08467b90c5b9f4c742142a
9f79815f5c4a4710b7011df426d0b56e,ТОРД-22147,2022,147,d9b112ff8e444ace95da490c6257747d,2022-04-04,2022-06-25,19,19,EducationCompleted,,6e7b31a83c0940b9b5d15d20eeaad570,3d558de54501e710bfea9e1e1da952d3,73377354d4054f14b747b688254dd818
